YEARLY_INCOME,CURRENT_SAVINGS_TO_YEARLY_INCOME_RATIO,CURRENT_DEBT_TO_YEARLY_INCOME_RATIO,CURRENT_DEBT_TO_CURRENT_SAVINGS_RATIO,YEARLY_CLOTHING_TO_YEARLY_INCOME_RATIO,YEARLY_CLOTHING_TO_CURRENT_SAVINGS_RATIO,YEARLY_CLOTHING_TO_CURRENT_DEBT_RATIO,YEARLY_EDUCATION_TO_YEARLY_INCOME_RATIO,YEARLY_EDUCATION_TO_CURRENT_SAVINGS_RATIO,YEARLY_EDUCATION_TO_CURRENT_DEBT_RATIO,YEARLY_ENTERTAINMENT_TO_YEARLY_INCOME_RATIO,YEARLY_ENTERTAINMENT_TO_CURRENT_SAVINGS_RATIO,YEARLY_ENTERTAINMENT_TO_CURRENT_DEBT_RATIO,YEARLY_LOAN_FINES_TO_YEARLY_INCOME_RATIO,YEARLY_LOAN_FINES_TO_CURRENT_SAVINGS_RATIO,YEARLY_LOAN_FINES_CURRENT_DEBT_RATIO,YEARLY_GAMBLING_TO_YEARLY_INCOME_RATIO,YEARLY_GAMBLING_TO_CURRENT_SAVINGS_RATIO,YEARLY_GAMBLING_TO_CURRENT_DEBT_RATIO,YEARLY_GROCERIES_TO_YEARLY_INCOME_RATIO,YEARLY_GROCERIES_TO_CURRENT_SAVINGS_RATIO,YEARLY_GROCERIES_TO-CURRENT_DEBT_RATIO,YEARLY_HEALTH_TO_YEARLY_INCOME_RATIO,YEARLY_HEALTH__TO_CURRENT_SAVINGS_RATIO,YEARLY_HEALTH_TO_CURRENT_DEBT_RATIO,YEARLY_HOUSING_TO_YEARLY_INCOME_RATIO,YEARLY_HOUSING_TO_CURRENT_SAVINGS_RATIO,YEARLY_HOUSING_TO_CURRENT_DEBT_RATIO,YEARLY_TAX_TO_YEARLY_INCOME_RATIO,YEARLY_TAX_TO_CURRENT_SAVINGS_RATIO,YEARLY_TAX_TO_CURRENT_DEBT_RATIO,YEARLY_TRAVEL_TO_YEARLY_INCOME_RATIO,YEARLY_TRAVEL_TO_CURRENT_SAVINGS_RATIO,YEARLY_TRAVEL_TO_CURRENT_DEBT_RATIO,YEARLY_UTILITIES_TO_YEARLY_INCOME_RATIO,YEARLY_UTILITIES_TO_CURRENT_SAVINGS_RATIO,YEARLY_UTILITIES_TO_CURRENT_DEBT_RATIO,YEARLY_EXPENDITURE_TO_YEARLY_INCOME_RATIO,YEARLY_EXPENDITURE_TO_CURRENT_SAVINGS_RATIO,YEARLY_EXPENDITURE_TO_CURRENT_DEBT_RATIO,CREDIT_SCORE
0,9.572,12.895,2.35,0.0645,0,0,0.0433,0,0,0.1059,0,0,0.0005,0,0,0.0593,0,0,0.2515,0.0175,0.0075,0.0587,0.0036,0.0015,0.2936,0.0261,0.0111,0.0085,0,0,0.4729,0.1936,0.0824,0.0515,0.0091,0.0039,1.1373,0.25,0.1064,523
8105,0.4545,14.9996,33,0.0713,0.1569,0.0048,0,0,0,0.2762,0.6078,0.0184,0,0,0,0,0,0,0.2721,0.5985,0.0181,0.0419,0.0923,0.0028,0.1888,0.4153,0.0126,0,0,0,0,0,0,0.0587,0.1292,0.0039,0.9091,2,0.0606,500
3908,0.6249,0,0,0.0297,0.0475,0.0041,0.0747,0.1196,0.0838,0.9859,1.5778,0.9064,0,0,0,0,0,0,0.1597,0.2555,0,0,0,0.1307,0,0,0.0923,0,0,0.0108,0,0,0,0,0,0.1206,1.25,2.0004,1.4722,692
239089,8.4546,9.7273,1.1505,0.0176,0.0021,0.0018,0,0,0,0.0422,0.005,0.0043,0,0,0,0,0,0,0.2589,0.0306,0.0266,0.0483,0.0057,0.005,0.2766,0.0327,0.0284,0.0279,0.0033,0.0029,0.1705,0.0202,0.0175,0.0672,0.0079,0.0069,0.9091,0.1075,0.0935,575
175693,1.2727,5.1818,4.0714,0.0265,0.0208,0.0051,0,0,0,0.1758,0.1381,0.0339,0,0,0,0.0967,0.076,0.0187,0.0513,0.0403,0.0099,0.0185,0.0145,0.0036,0.1651,0.1297,0.0319,0.0219,0.0172,0.0042,0.3246,0.255,0.0626,0.0287,0.0226,0.0055,0.9091,0.7143,0.1754,605
57696,14.1112,1.2222,0.0866,0.0284,0.002,0.0232,0,0,0,0.2261,0.016,0.185,0,0,0,0,0,0,0.1889,0.0134,0.1545,0.1331,0.0094,0.1089,0,0,0,0.0078,0.0006,0.0064,0.4556,0.0323,0.3727,0.0713,0.0051,0.0583,1.1111,0.0787,0.9091,625
28637,12.5556,1.7778,0.1416,0.0377,0.003,0.0212,0,0,0,0.1846,0.0147,0.1038,0,0,0,0.0177,0.0014,0.0099,0.1954,0.0156,0.1099,0.1424,0.0113,0.0801,0,0,0,0.0092,0.0007,0.0052,0.4411,0.0351,0.2481,0.083,0.0066,0.0467,1.1111,0.0885,0.625,641
34166,13.3,0.9,0.0677,0.0122,0.0009,0.0135,0,0,0,0.135,0.0101,0.15,0,0,0,0,0,0,0.1686,0.0127,0.1874,0.1168,0.0088,0.1297,0,0,0,0.0074,0.0006,0.0082,0.4969,0.0374,0.5521,0.0631,0.0047,0.0701,1,0.0752,1.1111,633
109418,3.8,13.8,3.6316,0.0277,0.0073,0.002,0.1243,0.0327,0.009,0.0336,0.0088,0.0024,0,0,0,0,0,0,0.261,0.0687,0.0189,0.0366,0.0096,0.0027,0.2739,0.0721,0.0198,0.0276,0.0073,0.002,0.1491,0.0392,0.0108,0.0663,0.0174,0.0048,1,0.2632,0.0725,532
64713,9.3636,0.9091,0.0971,0.0526,0.0056,0.0579,0,0,0,0.2087,0.0223,0.2296,0,0,0,0.0129,0.0014,0.0141,0.1769,0.0189,0.1945,0.0851,0.0091,0.0936,0.2995,0.032,0.3295,0.0072,0.0008,0.008,0,0,0,0.0662,0.0071,0.0728,0.9091,0.0971,1,616
235128,7.5,8.8,1.1733,0.037,0.0049,0.0042,0,0,0,0.055,0.0073,0.0062,0,0,0,0,0,0,0.3808,0.0508,0.0433,0.0532,0.0071,0.006,0,0,0,0.0278,0.0037,0.0032,0.3664,0.0489,0.0416,0.0799,0.0106,0.0091,1,0.1333,0.1136,522
13863,0.1111,3.3333,30.0058,0.1863,1.6766,0.0559,0,0,0,0.2493,2.2442,0.0748,0,0,0,0.0997,0.8974,0.0299,0.3952,3.5578,0.1186,0.1043,0.939,0.0313,0,0,0,0,0,0,0,0,0,0.0763,0.687,0.0229,1.1111,10.0019,0.3333,609
21592,0.5454,9.909,18.1673,0.0152,0.0279,0.0015,0.2723,0.4992,0.0275,0.1019,0.1868,0.0103,0,0,0,0.0403,0.0739,0.0041,0.1237,0.2268,0.0125,0.0174,0.0319,0.0018,0,0,0,0,0,0,0.3071,0.563,0.031,0.0312,0.0572,0.0032,0.9091,1.6667,0.0917,550
306207,1.4286,7.9286,5.55,0.0245,0.0172,0.0031,0,0,0,0.1116,0.0781,0.0141,0,0,0,0.0443,0.031,0.0056,0.0965,0.0675,0.0122,0.0224,0.0157,0.0028,0,0,0,0.0307,0.0215,0.0039,0.344,0.2408,0.0434,0.0403,0.0282,0.0051,0.7143,0.5,0.0901,593
50580,0.2727,6.6364,24.3327,0.0298,0.1092,0.0045,0.219,0.8029,0.033,0.1379,0.5057,0.0208,0,0,0,0.0307,0.1127,0.0046,0.1166,0.4277,0.0176,0.0213,0.0781,0.0032,0,0,0,0,0,0,0.3285,1.2046,0.0495,0.0252,0.0923,0.0038,0.9091,3.3332,0.137,538
10602,0.5,0,0,0.0086,0.0172,0,0.0312,0.0624,0.0564,0.41,0.82,0,0,0,0,0,0,0.0236,0.055,0.11,0.1134,0,0,0.1098,0,0,0.0085,0,0,0.022,0.4952,0.9904,0.033,0,0,0.0196,1,2,1.8336,667
7710,0.4,0,0,0.0258,0.0645,0,0.0454,0.1135,0.1428,0.8219,2.0548,0,0,0,0,0,0,0,0.1069,0.2672,0,0,0,0.1323,0,0,0.2918,0,0,0.0367,0,0,0,0,0,0.1443,1,2.5,2.3107,581
16330,11.9997,0.4445,0.037,0.0681,0.0057,0.1532,0,0,0,0.1382,0.0115,0.311,0,0,0,0,0,0,0.1825,0.0152,0.4106,0.1318,0.011,0.2965,0,0,0,0.0067,0.0006,0.0152,0.5207,0.0434,1.1715,0.0631,0.0053,0.1419,1.1111,0.0926,2.4999,621
302627,0.8571,6.8571,8,0.0698,0.0815,0.0102,0.0195,0.0228,0.0028,0.0733,0.0855,0.0107,0,0,0,0,0,0,0.0854,0.0996,0.0125,0.0384,0.0448,0.0056,0.1051,0.1227,0.0153,0.0325,0.0379,0.0047,0.2511,0.293,0.0366,0.0391,0.0456,0.0057,0.7143,0.8333,0.1042,630
0,6.6132,7.7389,0.9394,0.1341,0,0,0.1242,0,0,0.279,0,0,0,0,0,0.06,0.0098,0.0104,0.2094,0.0227,0.0241,0.0757,0.0019,0.002,0.1661,0.0311,0.0331,0.0376,0,0,0.3024,0.2267,0.2414,0.037,0.0108,0.0115,0.7187,0.303,0.3226,533
103494,6.0909,1.0909,0.1791,0.0217,0.0036,0.0199,0,0,0,0.1296,0.0213,0.1188,0,0,0,0.0081,0.0013,0.0075,0.1148,0.0189,0.1053,0.0809,0.0133,0.0742,0.1952,0.032,0.1789,0.0051,0.0008,0.0047,0.3105,0.051,0.2846,0.0431,0.0071,0.0395,0.9091,0.1493,0.8333,625
137455,2.8571,5.5,1.925,0.1358,0.0475,0.0247,0,0,0,0.2131,0.0746,0.0387,0,0,0,0,0,0,0.1649,0.0577,0.03,0.0574,0.0201,0.0104,0,0,0,0.0649,0.0227,0.0118,0,0,0,0.0782,0.0274,0.0142,0.7143,0.25,0.1299,567
295173,2.6154,6.6154,2.5294,0.1156,0.0442,0.0175,0,0,0,0.077,0.0294,0.0116,0,0,0,0,0,0,0.1039,0.0397,0.0157,0.0363,0.0139,0.0055,0,0,0,0.0335,0.0128,0.0051,0.3627,0.1387,0.0548,0.0403,0.0154,0.0061,0.7692,0.2941,0.1163,538
6553,0.6666,0,0,0.0191,0.0286,0.0818,0,0,0.0707,0.7462,1.1195,0.1837,0,0,0,0,0,0.0021,0.0981,0.1472,0,0,0,0.0439,0,0,0.1238,0,0,0,0.8031,1.2049,0,0,0,0,1.6666,2.5002,2.5511,621
199262,3.0667,1.4667,0.4783,0.038,0.0124,0.0259,0,0,0,0.098,0.032,0.0668,0,0,0,0,0,0,0.0772,0.0252,0.0526,0.0225,0.0073,0.0154,0.1005,0.0328,0.0685,0.031,0.0101,0.0212,0.2621,0.0855,0.1787,0.0372,0.0121,0.0254,0.6667,0.2174,0.4545,635
327562,2.1429,6.6429,3.1,0.0355,0.0166,0.0053,0,0,0,0.0938,0.0438,0.0141,0,0,0,0,0,0,0.1029,0.048,0.0155,0.0437,0.0204,0.0066,0.1338,0.0625,0.0201,0.0379,0.0177,0.0057,0.2169,0.1012,0.0327,0.0497,0.0232,0.0075,0.7143,0.3333,0.1075,663
22112,0.8,25.1,31.3743,0.0227,0.0284,0.0009,0.238,0.2975,0.0095,0.0898,0.1122,0.0036,0,0,0,0,0,0,0.1256,0.157,0.005,0.0258,0.0323,0.001,0.0877,0.1097,0.0035,0,0,0,0.3832,0.479,0.0153,0.0271,0.0339,0.0011,1,1.25,0.0398,389
80912,1.1,6.4,5.8182,0.1345,0.1222,0.021,0.0562,0.0511,0.0088,0.1985,0.1804,0.031,0.0021,0.0019,0.0003,0,0,0,0.0623,0.0566,0.0097,0.0261,0.0237,0.0041,0,0,0,0.0234,0.0213,0.0037,0.4689,0.4263,0.0733,0.0281,0.0255,0.0044,1,0.9091,0.1562,555
154032,3.9091,6.6364,1.6977,0.0398,0.0102,0.006,0,0,0,0.1145,0.0293,0.0173,0,0,0,0.0667,0.0171,0.0101,0.1062,0.0272,0.016,0.0538,0.0138,0.0081,0.1623,0.0415,0.0245,0.0502,0.0128,0.0076,0.2553,0.0653,0.0385,0.0603,0.0154,0.0091,0.9091,0.2326,0.137,567
46817,13.1111,0.6667,0.0508,0.0362,0.0028,0.0543,0,0,0,0.1448,0.011,0.2172,0,0,0,0.0132,0.001,0.0198,0.1813,0.0138,0.272,0.1274,0.0097,0.1911,0.2959,0.0226,0.4438,0.0077,0.0006,0.0115,0.2389,0.0182,0.3583,0.0657,0.005,0.0986,1.1111,0.0847,1.6667,639
0,5.0191,9.9037,4.0955,0.0506,0,0,0.0638,0,0,0.1857,0,0,0.001,0,0,0.0433,0,0,0.193,0.0374,0.0091,0.0358,0.0062,0.0015,0.0501,0,0,0.039,0,0,0.2373,0.4155,0.1014,0.0622,0.0172,0.0042,1.1224,0.4762,0.1163,499
232690,0.7857,6.7143,8.5454,0.1323,0.1683,0.0197,0,0,0,0.1638,0.2084,0.0244,0,0,0,0,0,0,0.1765,0.2246,0.0263,0.0911,0.116,0.0136,0,0,0,0.0651,0.0829,0.0097,0,0,0,0.0855,0.1088,0.0127,0.7143,0.9091,0.1064,577
27917,0.9091,7.5454,8.3,0.0553,0.0609,0.0073,0.086,0.0946,0.0114,0.3479,0.3826,0.0461,0,0,0,0,0,0,0.0754,0.0829,0.01,0.0198,0.0218,0.0026,0,0,0,0.0327,0.036,0.0043,0.249,0.2738,0.033,0.0429,0.0472,0.0057,0.9091,1,0.1205,572
131155,0.8571,2.7857,3.25,0.1418,0.1654,0.0509,0.0385,0.0449,0.0138,0.1458,0.1701,0.0523,0,0,0,0,0,0,0.1662,0.1939,0.0597,0.0861,0.1004,0.0309,0,0,0,0.0586,0.0684,0.021,0,0,0,0.0773,0.0902,0.0278,0.7143,0.8333,0.2564,616
189867,3.4286,4.2857,1.25,0.0227,0.0066,0.0053,0.0275,0.008,0.0064,0.1051,0.0307,0.0245,0,0,0,0,0,0,0.1028,0.03,0.024,0.0094,0.0028,0.0022,0.148,0.0432,0.0345,0.0419,0.0122,0.0098,0.202,0.0589,0.0471,0.0548,0.016,0.0128,0.7143,0.2083,0.1667,622
222154,4.2727,3.2727,0.766,0.0247,0.0058,0.0075,0,0,0,0.1246,0.0292,0.0381,0,0,0,0,0,0,0.1264,0.0296,0.0386,0.0279,0.0065,0.0085,0.176,0.0412,0.0538,0.0499,0.0117,0.0152,0.3142,0.0735,0.096,0.0655,0.0153,0.02,0.9091,0.2128,0.2778,657
73051,6.9,16.4,2.3768,0.0347,0.005,0.0021,0.1471,0.0213,0.009,0.0522,0.0076,0.0032,0,0,0,0.0125,0.0018,0.0008,0.2789,0.0404,0.017,0.0458,0.0066,0.0028,0.3231,0.0468,0.0197,0.0271,0.0039,0.0017,0,0,0,0.0785,0.0114,0.0048,1,0.1449,0.061,498
67032,4.9091,15.2727,3.1111,0.0468,0.0095,0.0031,0,0,0,0.0556,0.0113,0.0036,0,0,0,0,0,0,0.4143,0.0844,0.0271,0.0638,0.013,0.0042,0,0,0,0.0416,0.0085,0.0027,0.1781,0.0363,0.0117,0.1089,0.0222,0.0071,0.9091,0.1852,0.0595,528
98424,8.1818,3.6363,0.4444,0.014,0.0017,0.0039,0.119,0.0145,0.0327,0.032,0.0039,0.0088,0,0,0,0.0118,0.0014,0.0032,0.2248,0.0275,0.0618,0.0255,0.0031,0.007,0.2614,0.0319,0.0719,0.022,0.0027,0.006,0.1352,0.0165,0.0372,0.0634,0.0077,0.0174,0.9091,0.1111,0.25,609
0,1.9875,10.0347,3.3929,0.1148,0,0,0.0155,0,0,0.1032,0,0,0.0009,0,0,0.0147,0,0,0.0174,0.0302,0.0089,0.0448,0.0037,0.0011,0.181,0.0542,0.016,0.0238,0,0,0.1766,0.2501,0.0737,0.0126,0.0189,0.0056,0.7711,0.3571,0.1053,588
320994,2.4,4.8667,2.0278,0.048,0.02,0.0099,0,0,0,0.1203,0.0501,0.0247,0,0,0,0.0503,0.0209,0.0103,0.0994,0.0414,0.0204,0.0333,0.0139,0.0068,0,0,0,0.048,0.02,0.0099,0.2046,0.0853,0.042,0.0628,0.0262,0.0129,0.6667,0.2778,0.137,573
86507,0.2,7.1,35.5008,0.0727,0.3634,0.0102,0,0,0,0.2295,1.1474,0.0323,0,0,0,0,0,0,0.0587,0.2937,0.0083,0.017,0.0851,0.0024,0.1631,0.8153,0.023,0.0236,0.1181,0.0033,0.407,2.0349,0.0573,0.0284,0.1421,0.004,1,5.0001,0.1408,568
286547,2.2727,8.6364,3.8,0.0483,0.0212,0.0056,0.1286,0.0566,0.0149,0.0344,0.0152,0.004,0,0,0,0.012,0.0053,0.0014,0.2644,0.1163,0.0306,0.0418,0.0184,0.0048,0.2826,0.1243,0.0327,0.0285,0.0125,0.0033,0,0,0,0.0686,0.0302,0.0079,0.9091,0.4,0.1053,585
80857,2.8333,3.1667,1.1176,0.0128,0.0045,0.0041,0,0,0,0.0341,0.012,0.0108,0.0019,0.0007,0.0006,0,0,0,0.2436,0.086,0.0769,0.0372,0.0131,0.0117,0.28,0.0988,0.0884,0.0282,0.01,0.0089,0.1275,0.045,0.0403,0.0679,0.024,0.0215,0.8333,0.2941,0.2632,650
198954,1.6667,3.2,1.92,0.0828,0.0497,0.0259,0.0266,0.016,0.0083,0.1018,0.0611,0.0318,0,0,0,0.0578,0.0347,0.0181,0.1134,0.068,0.0354,0.0453,0.0272,0.0142,0.1444,0.0866,0.0451,0.0409,0.0245,0.0128,0,0,0,0.0536,0.0322,0.0168,0.6667,0.4,0.2083,650
313736,2.2308,9.7692,4.3793,0.0844,0.0379,0.0086,0.0299,0.0134,0.0031,0.1603,0.0718,0.0164,0,0,0,0,0,0,0.1551,0.0695,0.0159,0.0775,0.0348,0.0079,0.161,0.0722,0.0165,0.0415,0.0186,0.0042,0,0,0,0.0595,0.0267,0.0061,0.7692,0.3448,0.0787,545
6140,0.8889,22.666,25.4982,0.0419,0.0471,0.0018,0,0,0,0.2187,0.2461,0.0097,0,0,0,0,0,0,0.1735,0.1951,0.0077,0.0246,0.0277,0.0011,0,0,0,0,0,0,0.6075,0.6834,0.0268,0.045,0.0506,0.002,1.1111,1.2499,0.049,415
333287,4.2727,5,1.1702,0.0308,0.0072,0.0062,0.1079,0.0252,0.0216,0.029,0.0068,0.0058,0,0,0,0,0,0,0.2096,0.0491,0.0419,0.0262,0.0061,0.0052,0.2386,0.0558,0.0477,0.024,0.0056,0.0048,0.1852,0.0433,0.037,0.0579,0.0136,0.0116,0.9091,0.2128,0.1818,688
201935,2.3333,8,3.4286,0.0406,0.0174,0.0051,0,0,0,0.1025,0.0439,0.0128,0,0,0,0,0,0,0.0916,0.0393,0.0115,0.0404,0.0173,0.0051,0.1457,0.0624,0.0182,0.0375,0.0161,0.0047,0.3212,0.1377,0.0402,0.0537,0.023,0.0067,0.8333,0.3571,0.1042,622
140588,5.4545,15.4545,2.8333,0.0149,0.0027,0.001,0.14,0.0257,0.0091,0.0374,0.0069,0.0024,0,0,0,0.0122,0.0022,0.0008,0.2473,0.0453,0.016,0.0438,0.008,0.0028,0.3079,0.0565,0.0199,0.031,0.0057,0.002,0,0,0,0.0744,0.0136,0.0048,0.9091,0.1667,0.0588,521
252977,1.7143,2.6429,1.5417,0.0616,0.0359,0.0233,0.0248,0.0145,0.0094,0.0954,0.0556,0.0361,0,0,0,0,0,0,0.103,0.0601,0.039,0.0175,0.0102,0.0066,0.1336,0.0779,0.0505,0.0413,0.0241,0.0156,0.1875,0.1094,0.0709,0.0497,0.029,0.0188,0.7143,0.4167,0.2703,663
53054,5.6364,0,0,0.03,0.0053,0.0386,0,0,0.0703,0.133,0.0236,0.4224,0,0,0,0.0084,0.0015,0.0222,0.1157,0.0205,0,0.0962,0.0171,0.0334,0.1955,0.0347,0.2899,0.0052,0.0009,0.0199,0.2816,0.05,0.2985,0.0434,0.0077,0.0303,0.9091,0.1613,2.7464,604
146589,3.3636,9.3637,2.7838,0.0665,0.0198,0.0071,0.0273,0.0081,0.0029,0.1051,0.0312,0.0112,0,0,0,0.0616,0.0183,0.0066,0.1125,0.0334,0.012,0.059,0.0175,0.0063,0,0,0,0.0416,0.0124,0.0044,0.3811,0.1133,0.0407,0.0544,0.0162,0.0058,0.9091,0.2703,0.0971,546
191015,5.2727,1,0.1897,0.0575,0.0109,0.0575,0.1385,0.0263,0.1385,0.0372,0.0071,0.0372,0,0,0,0,0,0,0.286,0.0542,0.286,0.052,0.0099,0.052,0,0,0,0.0281,0.0053,0.0281,0.236,0.0448,0.236,0.0738,0.014,0.0738,0.9091,0.1724,0.9091,686
126980,1.8182,1,0.55,0.1325,0.0729,0.1325,0.0604,0.0332,0.0604,0.2321,0.1276,0.2321,0,0,0,0,0,0,0.0687,0.0378,0.0687,0.0243,0.0134,0.0243,0,0,0,0.0251,0.0138,0.0251,0.3356,0.1846,0.3356,0.0302,0.0166,0.0302,0.9091,0.5,0.9091,653
290284,1.8333,2.75,1.5,0.0506,0.0276,0.0184,0,0,0,0.0718,0.0392,0.0261,0,0,0,0,0,0,0.2867,0.1564,0.1043,0.0873,0.0476,0.0317,0,0,0,0.0232,0.0127,0.0084,0.2469,0.1347,0.0898,0.0669,0.0365,0.0243,0.8333,0.4545,0.303,617
134784,2.6923,8.1538,3.0286,0.0905,0.0336,0.0111,0.0243,0.009,0.003,0.0922,0.0342,0.0113,0,0,0,0.0478,0.0177,0.0059,0.1003,0.0372,0.0123,0.0232,0.0086,0.0028,0,0,0,0.0369,0.0137,0.0045,0.3058,0.1136,0.0375,0.0483,0.0179,0.0059,0.7692,0.2857,0.0943,558
314430,1.4167,2.25,1.5882,0.1141,0.0805,0.0507,0,0,0,0.119,0.084,0.0529,0,0,0,0.0601,0.0425,0.0267,0.1575,0.1112,0.07,0.1039,0.0733,0.0462,0.1684,0.1189,0.0749,0.0477,0.0337,0.0212,0,0,0,0.0626,0.0442,0.0278,0.8333,0.5882,0.3704,691
84224,0.4,8.7,21.7497,0.1291,0.3227,0.0148,0.0627,0.1568,0.0072,0.195,0.4876,0.0224,0,0,0,0,0,0,0.0733,0.1832,0.0084,0.042,0.105,0.0048,0,0,0,0.0239,0.0598,0.0027,0.4426,1.1064,0.0509,0.0314,0.0786,0.0036,1,2.5,0.1149,561
159156,5.6,8.5,1.5179,0.0432,0.0077,0.0051,0,0,0,0.0455,0.0081,0.0054,0,0,0,0.0139,0.0025,0.0016,0.373,0.0666,0.0439,0.0639,0.0114,0.0075,0,0,0,0.0376,0.0067,0.0044,0.3327,0.0594,0.0391,0.0903,0.0161,0.0106,1,0.1786,0.1176,533
137509,1.5,1.5,1,0.1139,0.0759,0.0759,0.0469,0.0313,0.0313,0.1439,0.0959,0.0959,0,0,0,0,0,0,0.0533,0.0355,0.0355,0.0187,0.0125,0.0125,0.1347,0.0898,0.0898,0.0195,0.013,0.013,0.4456,0.2971,0.2971,0.0235,0.0157,0.0157,1,0.6667,0.6667,639
46475,14.1,1.8,0.1277,0.0392,0.0028,0.0218,0,0,0,0.1112,0.0079,0.0618,0,0,0,0,0,0,0.1368,0.0097,0.076,0.1226,0.0087,0.0681,0.2321,0.0165,0.1289,0.0062,0.0004,0.0034,0.3005,0.0213,0.167,0.0514,0.0036,0.0286,1,0.0709,0.5556,650
81832,14.3,0.9,0.0629,0.0244,0.0017,0.0271,0,0,0,0.1056,0.0074,0.1174,0,0,0,0,0,0,0.1473,0.0103,0.1636,0.0975,0.0068,0.1083,0.2185,0.0153,0.2428,0.0052,0.0004,0.0058,0.3528,0.0247,0.392,0.0486,0.0034,0.054,1,0.0699,1.1111,657
45134,14,1.8,0.1286,0.0305,0.0022,0.0169,0,0,0,0.1841,0.0131,0.1023,0,0,0,0.0138,0.001,0.0076,0.1956,0.014,0.1087,0.1621,0.0116,0.0901,0.3317,0.0237,0.1843,0.0088,0.0006,0.0049,0,0,0,0.0735,0.0052,0.0408,1,0.0714,0.5556,642
123479,3.6923,4.2308,1.1458,0.0663,0.018,0.0157,0.0239,0.0065,0.0056,0.1135,0.0307,0.0268,0,0,0,0,0,0,0.0989,0.0268,0.0234,0.0452,0.0122,0.0107,0,0,0,0.0365,0.0099,0.0086,0.3371,0.0913,0.0797,0.0479,0.013,0.0113,0.7692,0.2083,0.1818,609
39567,0.25,14.8751,59.4988,0.0188,0.075,0.0013,0.2433,0.9731,0.0164,0.0913,0.365,0.0061,0,0,0,0.0306,0.1222,0.0021,0.144,0.576,0.0097,0.0218,0.0871,0.0015,0.0897,0.359,0.006,0,0,0,0.5828,2.331,0.0392,0.0279,0.1114,0.0019,1.25,4.9999,0.084,483
41256,14.6,0.4,0.0274,0.0258,0.0018,0.0644,0,0,0,0.1394,0.0095,0.3486,0,0,0,0,0,0,0.1398,0.0096,0.3495,0.1228,0.0084,0.3071,0.2922,0.02,0.7305,0.0076,0.0005,0.019,0.2077,0.0142,0.5192,0.0647,0.0044,0.1618,1,0.0685,2.5001,652
0,7.4405,17.4522,2.625,0.0324,0,0,0,0,0,0.1728,0,0,0,0,0,0.0884,0,0,0.1239,0.0207,0.0079,0.0249,0.0018,0.0007,0.207,0,0,0.0051,0,0,0.2684,0.384,0.1463,0.0388,0.0101,0.0039,0.8353,0.4167,0.1587,480
185668,5.1818,8.9091,1.7193,0.0246,0.0047,0.0028,0.1066,0.0206,0.012,0.0358,0.0069,0.004,0,0,0,0.0085,0.0016,0.001,0.2206,0.0426,0.0248,0.0342,0.0066,0.0038,0.2347,0.0453,0.0263,0.0217,0.0042,0.0024,0.1652,0.0319,0.0185,0.0571,0.011,0.0064,0.9091,0.1754,0.102,549
186882,1.6667,16.3333,9.8,0.0597,0.0358,0.0037,0,0,0,0.0394,0.0236,0.0024,0,0,0,0.0125,0.0075,0.0008,0.298,0.1788,0.0182,0.1009,0.0606,0.0062,0,0,0,0.0319,0.0192,0.002,0.2139,0.1284,0.0131,0.077,0.0462,0.0047,0.8333,0.5,0.051,512
64872,1.3,5.9,4.5384,0.1374,0.1057,0.0233,0,0,0,0.3292,0.2532,0.0558,0.0062,0.0047,0.001,0,0,0,0.0999,0.0769,0.0169,0.0165,0.0127,0.0028,0.3115,0.2396,0.0528,0.0451,0.0347,0.0076,0,0,0,0.0542,0.0417,0.0092,1,0.7692,0.1695,609
279622,3.6364,8.1818,2.25,0.0187,0.0051,0.0023,0.0257,0.0071,0.0031,0.0987,0.0271,0.0121,0,0,0,0,0,0,0.1086,0.0299,0.0133,0.0148,0.0041,0.0018,0.1389,0.0382,0.017,0.0393,0.0108,0.0048,0.4129,0.1135,0.0505,0.0516,0.0142,0.0063,0.9091,0.25,0.1111,566
137008,6.3637,14.2728,2.2429,0.045,0.0071,0.0032,0,0,0,0.0693,0.0109,0.0049,0,0,0,0.0193,0.003,0.0014,0.4039,0.0635,0.0283,0.0184,0.0029,0.0013,0,0,0,0.0456,0.0072,0.0032,0.1976,0.0311,0.0138,0.1099,0.0173,0.0077,0.9091,0.1429,0.0637,512
26496,8.1,0.6,0.0741,0.0486,0.006,0.081,0,0,0,0.1773,0.0219,0.2954,0,0,0,0.0141,0.0017,0.0235,0.1837,0.0227,0.3061,0.1362,0.0168,0.227,0,0,0,0.0086,0.0011,0.0143,0.3606,0.0445,0.601,0.071,0.0088,0.1183,1,0.1235,1.6666,629
12570,9.2725,1.2727,0.1373,0.0842,0.0091,0.0661,0,0,0,0.2564,0.0277,0.2015,0,0,0,0.0198,0.0021,0.0156,0.3134,0.0338,0.2462,0.1026,0.0111,0.0806,0,0,0,0.0143,0.0015,0.0113,0,0,0,0.1184,0.0128,0.093,0.9091,0.098,0.7143,600
34524,10.8889,2.2222,0.2041,0.0325,0.003,0.0146,0,0,0,0.1846,0.017,0.0831,0,0,0,0,0,0,0.2249,0.0207,0.1012,0.1893,0.0174,0.0852,0,0,0,0.0092,0.0008,0.0042,0.3856,0.0354,0.1735,0.085,0.0078,0.0382,1.1111,0.102,0.5,615
